Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
0TDtuNitWoJeo72tPMWlv9,"2yZ5VRE8Cy4H81VL9biNbQ,3cE16YWyzYxHOfnm64kKgg","Kal Bhaven Jind Kadh Layen","Chamkila Remix,Vol. 2","Amar Singh Chamkila,Amarjot",2004-03-27,207106,40,spotify:user:31zxctonsrbt6wbuxboxu7eghmde,2023-11-20T18:20:33Z,"classic punjabi pop,punjabi pop",0.734,0.775,10,-12.802,0,0.0729,0.0879,0.0000211,0.0804,0.799,94.151,4
6aIT1F1sqBz4dkO3h21L35,"6Dy7t6ELZYEMhw9WNZ9IIF,7JUbxQ1sokBjJBMImVwaCw","Yaraan Di Botal Da","Ran Botal Wargi - Hit Duet Remixes","Kartar Ramla,Sukhwant Kaur",2003-01-11,220853,37,spotify:user:31zxctonsrbt6wbuxboxu7eghmde,2023-11-20T18:20:33Z,"classic punjabi pop",0.706,0.932,1,-7.6,0,0.0647,0.0535,0.0406,0.0703,0.748,100.812,4
2KgBJZcWQS8xFJawGup4TC,"0UZNMsusTg12mD0LAJPwlh","Jugni - Kuldip Manak - 1980","Lambardarnee","Kuldeep Manak",1980-12-31,232306,34,spotify:user:31zxctonsrbt6wbuxboxu7eghmde,2023-11-20T18:20:33Z,"classic bhangra,classic punjabi pop,punjabi folk,punjabi pop",0.563,0.773,11,-7.709,1,0.0587,0.767,0,0.0765,0.699,136.476,4
0uKr6HMsoV010uudKvpqYF,"3JKOjnTItO7xSkbNNEgHdQ","Naa Maar Jalma Ve","Naa Maar Jalma Ve","Didar Sandhu",2004-12-05,298893,34,spotify:user:31zxctonsrbt6wbuxboxu7eghmde,2023-11-20T18:20:33Z,"punjabi folk",0.491,0.396,7,-12.412,0,0.048,0.729,0,0.488,0.603,81.381,4
5rXw7gGsE45poRok7CREVG,"2tcB32mxjVzmLcyfGizWNX","Jatt Di Pasand","Billiaan Akhiyaan","Surjit Bindrakhia",2001-10-22,283786,52,spotify:user:31zxctonsrbt6wbuxboxu7eghmde,2023-11-20T18:20:33Z,"bhangra,classic bhangra",0.776,0.851,4,-9.498,0,0.0484,0.253,0.0000782,0.145,0.943,162.429,4
1wHB49yPYlDllGAfWsIkcF,"3JKOjnTItO7xSkbNNEgHdQ,5fucIZfxk9a3qSYc5nMkVC","Puniyan Di Raat Vargi","Puneya Di Raat Vargi","Didar Sandhu,Surinder Kaur",1998-06-08,160769,36,spotify:user:31zxctonsrbt6wbuxboxu7eghmde,2023-11-20T18:20:33Z,"punjabi folk",0.576,0.476,10,-12.574,0,0.0497,0.97,0.808,0.346,0.944,172.158,4
6LmE1eiV5PCkBaGsaxNnJR,"1Qxa8XqBALw9cbsZvppv5t,2BbbmzjRFPhzLWrLQxvlus,079KCmKXDlhXlhFgVtCRGN","Kalli Kitte Mil","Changes","Kulwinder Dhillon,Aman Hayer,Groove Productions",2003-01-01,273146,43,spotify:user:31zxctonsrbt6wbuxboxu7eghmde,2023-11-20T18:20:33Z,"bhangra,classic punjabi pop,punjabi pop",0.744,0.971,4,-2.513,0,0.0778,0.0315,0.00115,0.117,0.965,92.012,4
4BNtxwYktjllkNvrmuQUNM,"2yZ5VRE8Cy4H81VL9biNbQ,3cE16YWyzYxHOfnm64kKgg","Gaddi Te Likha Lay","Chamkila Remix,Vol. 3","Amar Singh Chamkila,Amarjot",2004-03-27,222626,31,spotify:user:31zxctonsrbt6wbuxboxu7eghmde,2023-11-20T18:20:33Z,"classic punjabi pop,punjabi pop",0.713,0.667,6,-14.097,0,0.271,0.0398,0.000219,0.634,0.656,115.396,4
2cAjnXFMn1H65iCzi2pKxn,"2FKWNmZWDBZR4dE5KX4plR,4ItzUQL1OI4JNDGNdKHR1K,6UIE1saT51FWFVCzprkEim","Aaja Bhangra Pa Laiye","Saadi Love Story (Original Motion Picture Soundtrack)","Diljit Dosanjh,Navraj Hans,Simran Tripat",2012-12-21,203053,0,spotify:user:31zxctonsrbt6wbuxboxu7eghmde,2023-11-20T18:20:33Z,"filmi,modern bollywood,punjabi pop",0.606,0.911,10,-3.721,0,0.283,0.374,0,0.159,0.964,204.122,4
2yRNrPdk2mFl3pmQZr84RC,"3uHUKCspaCzAab9A3LlGAr,6nmrEhAdodPuhMLMbefluW","Youth (feat. Singga)","Youth (feat. Singga)","Mankirt Aulakh,Singga",2020-07-18,146311,40,spotify:user:31zxctonsrbt6wbuxboxu7eghmde,2023-11-20T18:20:33Z,"punjabi pop",0.731,0.445,3,-8.431,0,0.537,0.317,0,0.173,0.403,90.762,4
